KT880403.1,120965
KY039404.1,9031
MF143498.1,385035
MN203700.1,9606
KM346179.1,77133
KY039418.1,9031
FJ719054.1,77133
AY016692.1,58176
MF040578.1,77133
LT670882.1,258820
MG767202.1,2070356
LR132069.1,980271
EU880329.1,226889
HG802829.1,82168
GU917123.1,77133
HQ622795.1,9590
KX928003.1,39717
MH112411.1,198431
JN632674.1,86973
EU880333.1,8321
JF488103.1,1010147
JX564334.1,77133
KY348396.1,129216
KX269111.1,268291
DQ851567.1,400393
AC132825.8,9606
KX269113.1,268291
EU339339.1,515995
JF488117.1,1010161
AF130038.1,66468
KX553933.1,9902
KF162325.1,9606
JF488115.1,1010159
MK028750.1,9913
AC107940.13,9606
KC507861.1,356254
MG736676.1,9913
DQ330697.1,221218
KM332533.1,77133
HG802799.1,82168
KX504423.1,77133
HG802795.1,82168
KM338078.1,77133
FN673994.1,9606
KT122154.1,171953
KX758331.1,89462
JN869024.1,77133
HG802797.1,82168
MK273935.1,77133
MF169212.1,9909
MK028742.1,9913
KF856389.1,1211
HM327378.1,77133
KY379879.1,1930137
MG273053.1,9606
HG802789.1,82168
MF169210.1,9913
HG802773.1,82168
HG802791.1,82168
GQ464307.1,30521
JX454979.1,27788
AC231380.2,9606
GQ464309.1,30521
KY039432.1,9031
HG802807.1,82168
HQ622769.1,9580
FR691928.1,1211
GU477775.1,8475
GQ340262.1,77133
FJ662703.1,1869227
HM051006.1,77133
KU297946.1,1357719
KC424694.1,77133
LC065709.1,77133
JN615795.1,77133
HG802793.1,82168
JX276369.1,412089
AY898731.1,305979
HG802781.1,82168
AC013437.8,9606
KC496959.1,77133
HG802787.1,82168
JQ253495.1,651290
AY291112.1,47562
JX454969.1,27794
KY379867.1,1930125
AJ429213.1,122221
HG802813.1,82168
MH148364.1,77133
KC496409.1,77133
KJ923818.1,9606
MG596703.1,2057273
KX269121.1,268291
HQ622774.1,9580
MF143468.1,257883
MH155202.1,34865
AY016717.1,58176
KX269123.1,268291
KR872397.1,1739126
KF574248.1,341128
KP698976.1,37591
JX279898.1,77133
KP726258.1,1699685
KM319516.1,77133
CP020664.1,1967666
LC177664.1,1896940
KY379875.1,1930133
GQ464311.1,30521
KR154461.1,356254
HQ386397.1,914435
MK999993.1,9606
AY016705.1,58176
AY227531.1,64680
FR691910.1,1211
MG844475.1,154535
MH313382.1,77133
MN128964.1,2592619
KR154298.1,1804631
MF536685.1,302418
MK274913.1,77133
MH449442.1,9606
KX381247.1,1769916
JX454977.1,8467
MF536687.1,302418
JN632604.1,9904
JX454975.1,27790
HM844008.1,77133
GQ464313.1,30521
MG844491.1,154535
JN032899.1,77133
KX592181.1,9902
KX269131.1,268291
MN207476.1,2598103
HQ176699.1,77133
KY070166.1,45469
KC331410.1,77133
JN941791.1,77133
KJ704989.1,30521
EU670809.1,357282
AM690854.1,120965
JQ501828.1,77133
MK069561.1,9606
MG596685.1,2057255
AY667207.1,9945
JF420809.1,77133
JQ941808.1,77133
KM132030.1,77133
GQ889434.1,886808
KF590707.1,128106
MH669067.1,2283158
MN197786.1,9913
GQ889432.1,886805
KC507855.1,356254
MN207478.1,2598104
KM020004.1,1521540
JN398170.1,170217
GU320209.1,74934
EF664118.1,344338
MN197788.1,9913
MF362599.1,59463
KY070164.1,123797
EU043563.1,152509
KC507859.1,356254
JN032897.1,77133
MK972444.1,2528663
KU151289.1,77133
JQ919743.1,120965
HQ529681.1,155916
AC112650.2,9606
HQ386596.1,914369
HQ904899.1,77133
AY495494.1,109477
KC507847.1,356254
MH683732.1,2557820
AM778956.1,267872
MK069573.1,9606
KY379894.1,1930155
HQ622792.1,9590
MG844512.1,154535
AC021080.4,9606
AF263218.1,27629
KC507849.1,356254
KT184470.1,9913
EU354784.1,77133
MG844510.1,154535
JQ507658.1,77133
KC757397.1,13557
KR868704.1,464755
AB936779.1,1502731
MN163282.1,9606
KC507827.1,356254
MG569721.1,2055926
HM332065.1,77133
MK069565.1,9606
JQ958793.1,120965
AB659224.1,77133
AF263216.1,124751
KF785626.1,77133
JF775597.1,77133
JX647807.1,1027983
FJ037551.1,77133
HG802825.1,334583
JQ490434.1,77133
AC146433.3,9598
AF239698.1,121120
LN880483.1,77133
DQ270289.1,172788
AF091692.1,69298
JF115357.1,77133
FJ763784.1,686851
MH683733.1,2557821
MG569711.1,2055916
AF069423.1,8479
FN674059.1,9606
AC026409.4,9606
NR_118911.1,114
AY843653.1,318335
JQ256957.1,1137491
AB936777.1,1502729
MG844516.1,154535
MK028736.1,9913
MK028738.1,9913
JQ846020.1,30521
MG844482.1,154535
KM174787.1,77133
KC507833.1,356254
KM316077.1,77133
KX987523.1,1211
NC_039409.1,2025911
HG802805.1,82168
MG596704.1,2057274
AF091704.1,59555
AF239696.1,121118
JF188928.1,77133
JN860636.1,8475
AB291074.1,424585
HG802823.1,82168
KY348391.1,156864
AF239694.1,121116
MK028728.1,9913
DQ388685.1,373078
HM050910.1,77133
KY348393.1,156867
AY151246.1,210711
KR326048.1,77133
MH683739.1,2557826
AY151240.1,210708
KM319083.1,77133
KY039409.1,9031
AC132822.3,9606
KY348395.1,297011
KY070172.1,45469
KF704734.1,120965
JQ266011.1,260618
LC215290.1,1954175
JX454986.1,27787
FJ348175.1,9606
KY070170.1,123797
MK209098.1,1569323
MG256392.1,34880
MK028726.1,9913
KX553934.1,9902
MH449066.1,9606
JQ266015.1,378291
KY873314.1,1976942
EF516449.1,77133
KP708705.1,461709
JF495289.1,77133
AP003461.2,9606
AF227907.1,9606
MG844489.1,154535
HQ529663.1,109478
KY070196.1,123797
MK139957.1,2487363
KF704740.1,120965
KF704720.1,120965
HG802784.1,82168
KP726260.1,1699685
MK209092.1,2490573
KU259573.1,77133
AM991206.1,77133
AY592682.1,77133
KY070174.1,123785
KC836014.1,77133
HG802788.1,82168
KX232526.1,30521
KY039413.1,9031
HG802783.1,82168
KY039411.1,9031
MH120445.1,9606
AY327518.1,68415
KR011113.1,30521
JN632695.1,59555
FJ475345.1,77133
JN117257.1,77133
MG844503.1,154535
MK930370.1,9606
KY039401.1,9031
MG844495.1,154535
KX269118.1,268291
MG196304.1,1496684
MN240827.1,154535
KM386851.1,1522824
KY039403.1,9031
KM333906.1,77133
FM201065.1,77133
KX758324.1,89462
KY348389.1,297010
KM386853.1,1522791
MG234523.1,2047996
KX232522.1,30521
JX172390.1,77133
MF615161.1,666712
KX758326.1,89462
MH118742.1,2137230
KX232524.1,30521
FR871449.1,77133
KY348387.1,297010
FJ380216.1,9606
KM341950.1,77133
KR912197.1,1661028
DQ380372.1,371703
MF040547.1,77133
KX758334.1,89462
HM050895.1,77133
AY016706.1,58176
KJ664703.1,77133
KX758332.1,89462
AB672242.1,77133
HQ827955.1,77133
AY227528.1,99825
KM658599.1,30521
KM127186.1,77133
HG802831.1,82168
KX758330.1,89462
KX758319.1,89462
KY039407.1,9031
AY183114.1,219113
AY193192.1,221218
DQ463250.1,77133
KY039394.1,9031
AY227526.1,226681
MN128993.1,2592617
KX758401.1,89462
MF579504.1,8467
JN869045.1,77133
KM329146.1,77133
KM091493.1,238885
JN532986.1,155900
GQ926967.1,30520
KX758317.1,89462
KY113123.1,1980583
EF020122.1,77133
AF175339.1,82168
MH208414.1,2169545
FJ694481.1,77133
KM316769.1,77133
MH888024.1,8341
KP698975.1,76772
KX381699.1,153286
GQ464314.1,30521
JX672739.1,115547
MG844487.1,154535
MG844481.1,154535
MN104684.1,2591614
KX123662.1,1618700
AC131055.10,9606
MH553871.1,9606
MG844483.1,154535
HM050558.1,77133
HE857597.1,77133
KR318638.1,77133
KX181459.1,61410
JX222979.1,77133
KT952701.1,77133
JX105635.1,77133
AY921476.1,324894
KC994702.1,156588
DQ676436.1,221218
KJ161448.1,1472743
HQ622773.1,9580
KU150767.1,77133
KC990422.1,221218
KF781340.1,34880
HQ622797.1,9590
CP012375.1,1698524
KX269112.1,268291
EU880341.1,385678
AM259264.1,1211
HG324345.1,77133
GU913678.1,77133
KR106993.1,72004
DQ283444.1,377303
EF532003.1,30327
HQ622799.1,9590
HQ622765.1,9580
KX758397.1,89462
KP973555.1,89095
HQ622783.1,81572
KP973553.1,226678
JF497854.1,77133
AP011272.1,58324
EF532007.1,439429
JX454992.1,27794
KM216748.1,31138
KX381248.1,1769916
MH449099.1,9606
AY843737.1,47562
EF532011.1,302542
KM222432.1,64681
MN062673.1,2588800
AY016690.1,58176
EF020022.1,77133
MK568070.1,2529302
MH449125.1,9606
AP017560.1,685565
KR316653.1,77133
MH077492.1,1211
KC666927.1,77133
JQ705771.1,9606
JX279873.1,77133
JN513850.1,155900
KU155856.1,77133
JN452472.1,155900
JX047142.1,77133
LC455635.1,109265
KT283985.1,120965
EU403719.1,77133
KM336828.1,77133
KM318379.1,77133
JQ232698.1,77133
HQ653900.1,77133
MK273813.1,77133
MN207473.1,2598097
KX269144.1,268291
X81957.1,114
KF944983.1,77133
KX269142.1,268291
MN207471.1,2598098
MH111943.1,198431
KX269140.1,268291
KM318037.1,77133
KF944967.1,77133
AP011252.1,370369
JN860609.1,74922
AC091134.7,9606
KM179429.1,77133
MH795989.1,260643
NC_042243.1,93162
GQ464295.1,30521
AB915322.1,1472950
KM166843.1,77133
MN163832.1,9606
MH683760.1,2557838
JQ269255.1,1165178
KP306516.1,302418
GQ464299.1,30521
MH918126.1,135647
MH683762.1,2557840
GQ349289.1,77133
MG837552.1,9913
GQ339182.1,77133
EU869801.1,77133
MH683764.1,2557842
NG_001333.2,9606
MH683744.1,2557830
EF532010.1,302542
JQ266012.1,260618
KP715096.1,135647
JQ305022.1,77133
LM652201.1,1211
EU746728.1,77133
JQ266010.1,260631
KY944093.1,77133
JQ958724.1,120965
KU377748.1,269212
LT670884.1,1926480
MN062672.1,2588802
HM329671.1,77133
LT670886.1,1926481
KY070193.1,123797
KX928005.1,39717
JF344524.1,120965
AY582718.1,122221
MN125704.1,9606
JX303794.1,9606
KY070195.1,123797
MK279400.1,30520
MK273581.1,77133
AF038020.2,64683
AY582716.1,122219
JX869242.1,167235
MG563376.1,2055902
MH683746.1,2557831
MK953006.1,1288491
JF488113.1,1010157
KY039430.1,9031
MK975883.1,9606
MK972439.1,2528653
KX925213.1,369631
JQ491837.1,77133
AB794516.1,77133
MH683748.1,2557832
HQ653871.1,77133
KY070191.1,45467
FN296983.1,77133
GU935358.1,756672
AB746093.1,77133
KM386854.1,1522800
AM690815.1,120965
GU305808.1,77133
MN062682.1,2588976
DQ330671.1,221218
KU683455.1,9606
EF392941.1,77133
JN860627.1,378289
KY677809.1,47562
EU368386.1,77133
KT199102.1,526407
JQ937209.1,1273190
KX232521.1,30521
JN477904.1,155900
KY039434.1,9031
JQ941791.1,77133
GQ889468.1,886813
MG234518.1,2047997
KX232523.1,30521
KY039436.1,9031
U52749.1,302546
MH449397.1,9606
MG569716.1,2055923
HQ622802.1,61853
FM253642.1,120965
LT670888.1,1926483
CU918118.1,77133
JX047295.1,43179
KJ645575.1,77133
JX047293.1,99860
JN632638.1,37751
JF270427.1,77133
KX758349.1,89462
FR647976.1,1211
LT219280.1,77133
MH522449.1,2248740
JQ920369.1,8475
GQ130146.1,686875
KM337599.1,77133
CP020771.1,1903187
DQ080040.1,260614
KX758345.1,89462
KY070187.1,123785
MH112407.1,198431
KX758343.1,89462
AP003424.1,9894
MF579505.1,8467
AY680241.1,30325
GU935360.1,756674
HQ622806.1,61852
KU154910.1,77133
KC747670.1,58087
HM308439.1,77133
AY121987.1,86973
KX269133.1,268291
MG844484.1,154535
AC197159.2,9598
FJ844251.1,120965
JN632644.1,59529
EU880323.1,8316
MG844486.1,154535
HQ176641.1,77133
AC244472.2,9606
GU935354.1,756668
KY070157.1,240373
JX047284.1,45471
MH732978.1,9031
NC_032376.1,123797
NC_032373.1,45467
KY070189.1,123793
AC025627.13,9606
KX758347.1,89462
MK069567.1,9606
HG802803.1,82168
KR315764.1,77133
JQ629735.1,77133
KY677807.1,47562
DQ017913.1,77133
MH107237.1,2134040
JX647801.1,37751
MF043386.1,220703
GQ464300.1,30521
JN632650.1,666915
KX269137.1,268291
JQ486308.1,77133
MG596697.1,2057267
AY843592.1,318298
KC495061.1,1732522
HM327304.1,77133
MN150713.1,9606
KX269135.1,268291
HG802815.1,82168
HQ681907.1,204803
HG802782.1,82168
KT753327.1,1719113
MH553732.1,9606
HQ622770.1,9580
FJ355132.1,77133
KY070160.1,123797
LT796255.1,257465
MG596683.1,2057253
MK028748.1,9913
AY360649.1,100371
HG802801.1,82168
KY677803.1,47562
NC_036315.1,159333
MG844513.1,154535
DQ330703.1,221218
KY379873.1,1930150
FJ763776.1,686852
MK028744.1,9913
MH076891.1,1211
FR871498.1,77133
KY379893.1,1930154
HG802779.1,82168
AY227561.1,226685
AY680255.1,302546
AB015580.1,77133
MH208406.1,2169544
MK028746.1,9913
HG802811.1,82168
MK028740.1,9913
HG802809.1,82168
HG802817.1,82168
FN673986.1,9606
LC016778.1,1112103
GU816198.1,77133
KM179974.1,77133
KM174856.1,77133
GU477776.1,204965
KU870466.1,696857
HM106320.1,272460
KX269125.1,268291
MN128994.1,2592618
HG802819.1,82168
KX504499.1,77133
MH315131.1,77133
KX269127.1,268291
FN673842.1,9606
MF088914.1,77133
HQ436954.1,77133
FJ763774.1,686874
KX179952.1,159733
MF143480.1,124752
JF930726.1,77133
KC815471.1,500530
HE999058.1,77133
KX269145.1,268291
MF143484.1,153286
KR052524.1,30521
JN398075.1,77133
MH553858.1,9606
KU966872.1,77133
JN038765.1,171953
KF417656.1,1519459
MH888035.1,2495638
JX287447.1,280003
MG011020.1,77133
AC091163.5,9606
HG802830.1,82168
U71233.1,8316
AB689008.1,385653
AL109955.38,9606
KC733369.1,385674
JF766416.1,77133
MG011024.1,77133
KM344353.1,77133
HQ904879.1,77133
GQ130143.1,686849
KX620510.1,1980583
HE857661.1,77133
M86494.1,9917
KX755300.1,2025911
AC008512.8,9606
KC666745.1,77133
KY039425.1,9031
MF497028.1,34875
JF747618.1,77133
FR668308.1,100233
KT935302.1,1817992
LC016774.1,1590021
MG596702.1,2057272
CP011339.1,1638788
MN197791.1,9913
KY242481.1,2027314
MG596700.1,2057270
KY624530.1,77133
GQ889430.1,886802
AF029308.1,9606
JN868934.1,77133
JN032835.1,77133
AL356489.14,9606
KF009020.1,257465
AY667211.1,69296
AY770536.1,8469
MH683743.1,2557829
AB090021.1,82168
AY667209.1,9947
MH449472.1,9606
MK080157.1,9606
KM340690.1,77133
MF614103.1,30520
KF834989.1,1434921
MH683741.1,2557827
JX869241.1,167235
KC507853.1,356254
KY070176.1,45467
JF015855.1,77133
AY495455.1,27622
KT943751.1,154348
KM233416.1,30521
AJ429215.1,122221
MK972440.1,2528659
KC507851.1,356254
JQ629562.1,77133
KC733375.1,385678
FR648020.1,1211
LN561460.1,77133
JX869253.1,167235
FN668212.2,171953
KX269141.1,268291
KC507857.1,356254
JX869251.1,167235
MK069579.1,9606
MK069575.1,9606
MG569719.1,2055930
KR325013.1,77133
MN062677.1,2588785
KC507841.1,356254
MK930372.1,9606
MK069577.1,9606
JN479087.1,155900
KF668525.1,64680
HG802820.1,82168
KC507843.1,356254
GQ889463.1,886807
FR648036.1,1211
AJ429211.1,122219
JF488118.1,1010162
MK069569.1,9606
KC507845.1,356254
KT199101.1,526407
KY070178.1,123785
DQ256378.1,8475
MK069571.1,9606
JN632687.1,907742
JX222661.1,77133
KM163160.1,77133
JX069958.1,93163
GQ410313.1,77227
MG569709.1,2055912
HE999230.1,77133
FJ763786.1,686853
KY039415.1,9031
AP009552.1,449447
AY495459.1,258867
KP144795.1,64681
DQ200643.1,120965
JF488126.1,1010170
AY027824.1,155916
AB179668.1,77133
FJ763788.1,686872
U52707.1,30327
AY027822.1,155916
KT749815.1,9606
JF488124.1,1010168
MG844504.1,154535
U52705.1,30325
KY039405.1,9031
MG569717.1,2055925
JF261674.1,77133
EF667618.1,77133
KJ933866.1,1540896
AY532578.1,77133
MG569715.1,2055918
AY898733.1,305979
KX774423.1,391341
MH315647.1,77133
KY379874.1,1930130
MG569713.1,2055915
JX047289.1,99854
MN203703.1,9606
KY039419.1,9031
KY039417.1,9031
LT670883.1,317927
GQ126607.1,77133
MH553836.1,9606
MF143477.1,159327
GU935353.1,756667
LC065701.1,77133
JN183391.1,77133
GU981038.1,150090
DQ151551.1,9694
KX928002.1,1708747
HG802827.1,82168
KX937157.1,215611
KX269110.1,268291
MH553832.1,9606
MH111964.1,198431
EU880334.1,36313
KU683450.1,9606
JQ846022.1,30521
KC169939.1,1278133
KY348397.1,129216
MF143467.1,159325
HQ905329.1,77133
JF488116.1,1010160
KF440685.1,187014
JF488114.1,1010158
KC747659.1,257883
JQ026233.1,8469
KR733683.1,385678
AJ429209.1,185596
MF043393.1,57571
LC422569.1,77133
GU981036.1,150090
FN668374.2,221218
KX269116.1,268291
KY379884.1,1930140
KM341326.1,77133
KX932102.1,122219
KY379886.1,1930153
KF704718.1,120965
HQ529667.1,109478
KU886087.1,1920185
MK028743.1,9913
KY379878.1,1930136
KR154302.1,1804635
MK209102.1,2490572
MK589720.1,2528656
MK209096.1,1569322
KR154300.1,1804634
LC065711.1,77133
KY039433.1,9031
HG802834.1,82168
KY348381.1,156866
HQ529673.1,155916
KU683261.1,9606
JX454990.1,8469
HQ529675.1,155916
JX276368.1,412089
HG802780.1,82168
KF596593.1,77133
MF089227.1,77133
KU969755.1,77133
HQ176676.1,77133
KF704724.1,120965
KM335541.1,77133
HQ529677.1,155916
MN203705.1,9606
HG802812.1,82168
HG802786.1,82168
KM199849.1,109478
DQ283440.1,57571
KY379882.1,1930152
KY677793.1,47562
HG802810.1,82168
KM178744.1,77133
AY178629.1,222863
JX287433.1,280003
HG802792.1,82168
MG397041.1,385971
KM179662.1,77133
KY348385.1,156861
KJ680321.1,204965
KR326094.1,77133
KY348383.1,156866
KT283986.1,120965
HQ622801.1,61853
MF143479.1,159332
GQ464310.1,30521
AY016704.1,58176
JF966197.1,55534
KM310926.1,77133
KF973741.1,77133
KC496426.1,77133
FR694649.1,8467
KF724151.1,176192
GU305732.1,77133
MF629807.1,2025653
GQ464302.1,30521
GQ464304.1,30521
AY680240.1,302542
KY942751.1,77133
KM318393.1,77133
KX758338.1,89462
EU809939.1,204968
KC496422.1,77133
MF143491.1,59463
KR324037.1,77133
JN632605.1,9906
CP011304.1,1641812
KX758336.1,89462
KU683279.1,9606
MH753652.1,9031
JN477190.1,155900
KC666345.1,77133
MG844499.1,154535
JX287439.1,280003
MN062679.1,2588787
KR317017.1,77133
LC065690.1,77133
MN207475.1,2598101
HG802802.1,82168
AY016716.1,58176
JF488099.1,1010143
JQ507729.1,77133
AY016710.1,58176
HQ176696.1,77133
MG844476.1,154535
KX381364.1,124751
AF348081.1,150090
KC666355.1,77133
JN941792.1,77133
JQ923544.1,77133
JQ500286.1,77133
MN115376.1,9606
MG844478.1,154535
KT935303.1,1817992
MG596684.1,2057254
MH423715.1,9913
KY456976.1,77133
KR872398.1,1739127
MH449453.1,9606
MN197787.1,9913
AB090024.1,74930
MN197789.1,9913
AC097526.3,9606
MN207479.1,2598105
KM319712.1,77133
MN207477.1,2598100
MF973066.1,30521
KU867947.1,1672147
JX454972.1,8469
MN062661.1,2588792
HQ622793.1,9590
KU867945.1,1672123
KC507846.1,356254
AF263232.1,124756
EU354783.1,77133
AY495493.1,258936
KC507848.1,356254
HQ622791.1,9590
KU635445.1,77133
AJ401114.1,129157
EU368414.1,77133
AY227536.1,226697
AF263215.1,27622
KX381312.1,124751
KP686736.1,77133
JN473958.1,155900
KM020005.1,1521541
KP100054.1,202460
KM020003.1,1521539
MN062675.1,2588977
JX279878.1,77133
KR324914.1,77133
MK069568.1,9606
MG569723.1,2055929
AB293364.1,120965
KR318966.1,77133
